110422,ABERMAN M,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,18-Mar-10
110423,NAAH H,LEHMAN,LEHMAN BROTHERS INC.,11-Aug-06
110426,O'DONOGHUE K,MONTSEC,Montgomery Securities,18-Jan-08
110432,MUSHKIN S,WOLFE,WOLFE RESEARCH SECURITIES,20-Jan-22
110433,PANELLA/PARKE,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",8-Sep-05
110434,HORNE B,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",14-Dec-21
110435,FISHER/HORNE,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",30-Jan-06
110436,PFENNIGWERTH D,EVERCO,EVERCORE GROUP L.L.C.,18-Jan-22
110437,BAKER/PFENNIG,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",21-Oct-05
110438,FREEMAN J,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",14-Feb-22
110439,ADKINS/FREEMA,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",29-Jul-05
110440,MURRAY/PURYEA,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",26-Jan-07
110441,GROBERG J,MACQUARI,MACQUARIE CAPITAL (USA) INC.,15-Aug-14
110448,"JANKOWSKI, CF S",GOLDMAN,GOLDMAN SACHS & CO. LLC,26-May-17
110450,GRZYMSKI M,RBCDOMIN,"RBC Capital Markets, LLC",12-Nov-07
110460,ROESCH E,SIDOTI,"SIDOTI & COMPANY, LLC",21-Feb-19
110462,SOLORZANO R,LEHMAN,LEHMAN BROTHERS INC.,20-Apr-06
110466,CHAN A,PIPER,PIPER SANDLER & CO.,9-Aug-12
110473,EREZ Y,CLALFINA,CL Alpha Advisors LLC,1-May-07
110474,BEN ZEEV Y,CLALFINA,CL Alpha Advisors LLC,20-Sep-11
110475,ISRAELI R,CLALFINA,CL Alpha Advisors LLC,17-Nov-05
110494,NADEL J,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,28-Aug-17
110500,WOOTEN F,CJSSECUR,"CJS Securities, Inc.",8-Feb-08
110502,KIM A,MDB,MDB CAPITAL,1-Nov-05
110508,WOODBURN D,HALLUM,"B. Riley Securities, Inc.",10-Nov-09
110517,DENNISON S,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,6-May-08
110521,BICICI G,CLUSA,"CL King & Associates, Inc.",19-Apr-05
110522,BARRETT D,FORTSEC,"Fortune Securities, Inc.",5-Mar-07
110527,PAYNE/GONZALE,WHENTRAD,"WHEN TRADING, INC.",20-Mar-07
110530,HAYDEN J,KLRGRP,"Keefe, Bruyette & Woods, Inc.",2-May-13
110535,BOROCH F,BEAR,BEAR CREEK SECURITIES LLC,24-Apr-08
110543,KARNES M,BEAR,BEAR CREEK SECURITIES LLC,16-Feb-05
110546,SARATHY R,SUMMCAP,Summit Capital Partners LLC,22-May-14
110552,DWORSKY J,SVENSKA,Svenska Handelsbanken AB (publ),13-Apr-11
110555,JINDAL V,HALLUM,"B. Riley Securities, Inc.",28-Jun-07
110556,DICKERSON J,ATLANEQU,"Atlanta Equity Securities, LLC",20-Jun-07
110558,HECHT J,JEFFEREG,Jefferies LLC,26-Jan-22
110559,SMITH D,JOHNRICE,"John Rice Securities, Inc.",29-Jan-14
110560,PRENOVEAU B,MURIELSI,"Muriel Siebert & Co., Inc.",1-Nov-05
110564,RUDDICK Q,CRUTTEN,"Cruttendon & Co., LLC",29-Nov-05
110568,ROSHWALB G,PIPER,PIPER SANDLER & CO.,18-Mar-08
110579,HUTTON P,RBCDOMIN,"RBC Capital Markets, LLC",16-Oct-14
110592,BHANGUI D,JENNCAP,JenCap Securities LLC,30-Oct-14
110602,TURNER C,WSTREET,Wall Street Access,2-Jun-11
110604,SOZZI B,WSTREET,Wall Street Access,7-Oct-11
110605,MCCALL M,GHUNTER,"G. HUNTER & ASSOCIATES, INC.",6-Dec-19
110607,FRIEDMAN D,BREAN,"BREAN CAPITAL, LLC",25-May-06
110608,FANNON D,JEFFEREG,Jefferies LLC,13-Jan-22
110626,KUJAWA R,STANFIN,Stanford Financial Group Company,6-Feb-07
110631,SMITH M,RBCDOMIN,"RBC Capital Markets, LLC",14-May-07
110635,COYLE J,JOLSON,"Johnson Securities, Inc.",27-Jan-06
110637,SPINOLA A,WHEAT,"Wheat Capital Management, Inc.",24-May-18
110643,WINTERS M,BEAR,BEAR CREEK SECURITIES LLC,13-Nov-07
110648,COLEMAN S,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,6-Mar-09
110650,LICHTER J,SIDOTI,"SIDOTI & COMPANY, LLC",6-Mar-09
110667,LEE L,SEIDLER,Seidler Equity Partners LLC,1-Aug-05
110669,LEUNG K,BEACONS,"BEACONSFIELD FINANCIAL SERVICES, INC.",30-Jul-20
110671,BORAK B,DEINVEST,Deutsche Bank Securities Inc.,3-Feb-06
110672,LIAN B,ROBINSON,"ROBINSON & CO., INC.",8-May-13
110673,VOGEL J,SIDOTI,"SIDOTI & COMPANY, LLC",1-Feb-22
110697,TIRINNANZI M,BAKER,"BAKER TILLY CAPITAL, LLC",16-Nov-05
110707,PALMER J,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",26-Jul-06
110709,BOUVIER J,MCLEOD,McLeod & Company,30-Apr-19
110710,KOHLI A,BLAIR,"William Blair & Company, L.L.C.",27-Apr-05
110711,SCHACKART R,BLAIR,"William Blair & Company, L.L.C.",17-Nov-21
110714,HAUS K,WRHCO,William R. Hough & Co.,26-Mar-07
110715,HUANG M,NEEDHAM,"NEEDHAM & COMPANY, LLC",30-Mar-16
110723,HOOKER D,MCDONALD,MCDONALD PARTNERS LLC,12-Jan-22
110738,MILLIEN M,RBCDOMIN,"RBC Capital Markets, LLC",13-Dec-07
110739,LEE J,SIDOTI,"SIDOTI & COMPANY, LLC",16-May-14
110748,BRASWELL A,NEWB,NEWBRIDGE SECURITIES CORPORATION,17-May-07
110749,GOLDBERG M,CJSSECUR,"CJS Securities, Inc.",15-Mar-05
110775,STRAWN M,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,9-Jan-13
110792,LIND J,VANKASPR,VAN KASPER & COMPANY,21-Mar-05
110796,READER P,WEISEL,Thomas Weisel Partners LLC,2-Aug-06
110804,MAHLER H,DNC,DNC SECURITIES CORPORATION,14-May-12
110810,GRAUSAM E,GOLDMAN,GOLDMAN SACHS & CO. LLC,5-Aug-08
110812,JOHNSON B,FRCLAYSC,Barclays Capital Inc.,26-Jan-22
110814,LU J,AMRO,ABN AMRO CAPITAL MARKETS (USA) LLC,6-May-11
110817,PETERSON S,BEREN,BERENBERG CAPITAL MARKETS LLC,1-Nov-11
110821,YANG E,FAHN,First Allied Holdings Inc.,24-Oct-14
110827,CHEN S,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",22-Feb-12
110829,WOO E,ASCENDIA,"ASCENDIANT CAPITAL MARKETS, LLC",9-Jan-22
110830,UTAGI S,FGS,"FBN Securities, Inc.",23-Nov-05
110865,LANE R,WMJM,William J. Murphy & Co.,26-Dec-07
110878,CAMPBELL D,DAVIS,"DAVIS DISTRIBUTORS, LLC",11-Jul-05
110991,WEST J,RTXSECS,"RAMIREZ & CO., INC.",8-Aug-07
110997,WEBSTER S,MACQUARI,MACQUARIE CAPITAL (USA) INC.,21-Aug-13
111000,HETTENBACH C,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,19-Jul-21
111008,KUPLENT C,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",26-Jan-22
111022,WIENKES M,GOLDMAN,GOLDMAN SACHS & CO. LLC,10-Nov-11
111023,KODATSKY A,WOODGUND,Wood Gundy Corp.,13-Jan-15
111027,GOLDMAN S,JEFFEREG,Jefferies LLC,4-Sep-18
111035,DELLA VIGNA M,GOLDMAN,GOLDMAN SACHS & CO. LLC,20-Jan-22
111037,HAMILTON A,INRES,"INSTITUTIONAL RESEARCH SERVICES, INC.",21-Apr-05
111040,PAPAZACHARIOU I,LEHMAN,LEHMAN BROTHERS INC.,9-Aug-06
111048,MORALES R,BEAR,BEAR CREEK SECURITIES LLC,3-May-06
111050,PIPIA V,JOGUNNAR,"J.O. Gunnar & Co., Inc.",22-Sep-06
111055,LEVINE R,STANFIN,Stanford Financial Group Company,18-May-05
111078,COGAN/CUMMINS,BRILEY,"B. Riley Securities, Inc.",5-May-05
111090,FULOP G,NEEDHAM,"NEEDHAM & COMPANY, LLC",15-Mar-07
111093,DELMONTE D,KEEFE,"KEEFE, BRUYETTE & WOODS, INC.",14-Jan-22
111100,SRIVATSA J,CHARDAN,CHARDAN CAPITAL MARKETS LLC,17-Aug-15
111103,COOPER M,SPELMAN,"Spelman & Co., Inc.",14-Apr-05
111104,HOANG H,WRHCO,William R. Hough & Co.,26-Apr-06
111111,LASSER M,FRCLAYSC,Barclays Capital Inc.,1-Mar-11
111112,TOMPKINS D,MKEEGAN,,22-Feb-12
111114,HARDIMAN J,OLMSTEAD,"Olmstead Williams Communications, LLC",10-Nov-21
111115,ZIVE A,DESJARD,DESJARDINS SECURITIES INTERNATIONAL INC.,24-Oct-07
111121,RUNTE D,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,7-Feb-06
111129,LIN L,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",19-Nov-09
111130,KIANI J,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",14-Apr-09
111135,PATIL S,SUSQUEH,"SUSQUEHANNA FINANCIAL GROUP, LLLP",18-Feb-22
111138,HOULTON G,LOEWEN,"LOEWEN, ONDAATJE, MCCUTCHEON USA LIMITED",21-Aug-07
111165,CHRIST B,FOXPITT,"Fox-Pitt Kelton, Inc.",18-Sep-08
111171,IYER S,FGS,"FBN Securities, Inc.",6-Nov-06
111172,SCHNEEBERGER S,FAHN,First Allied Holdings Inc.,18-Jan-22
111192,SHU R,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",25-Jan-07
111196,MCKNIGHT C,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,5-Mar-19
111204,HOU T,THCAP,"Tudor, Pickering, Holt & Co. Securities, LLC",26-Apr-20
111205,SOOSAAR A,COBROS,"Cowen and Company, LLC",28-Jul-06
111217,MALETIC J,MCLEOD,McLeod & Company,7-Nov-08
111226,SARAGO G,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",10-Aug-07
111228,KAPUR A,PIPER,PIPER SANDLER & CO.,30-May-08
111232,IRIZARRY M,GOLDMAN,GOLDMAN SACHS & CO. LLC,14-Jan-15
111238,HIE A,RBCDOMIN,"RBC Capital Markets, LLC",6-May-21
111250,STUMP A,LOOPCAMA,LOOP CAPITAL MARKETS LLC,4-Feb-22
111267,NASR A,GOEPEL,,5-May-09
111268,WACHOWIAK N,BURNS,BMO NESBITT BURNS SECURITIES LTD.,18-Sep-07
111298,HARESCO J,JOLSON,"Johnson Securities, Inc.",12-Aug-15
111302,GONZALEZ A,BAKER,"BAKER TILLY CAPITAL, LLC",25-Jul-06
111310,FURDEK J,NOBE,"NOBLE CAPITAL MARKETS, INC.",17-Jan-07
111318,LAPORTE/THOMA,CHEVREUX,"Cr̩dit Agricole Cheuvreux North America, Inc.",26-Jan-06
111331,BORLAND N,NEXTGENE,"Next Generation Equity Research, LLC",29-Apr-11
111336,YAGERMAN J,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",20-Mar-14
111341,FLOTEN A,FONDSFIN,Fonds Finanz Maklerservice GmbH,20-Jul-07
111373,LEPINE V,EXANE,EXANE SA,10-Oct-05
111390,WOLFE R,JMDUTTON,"J.M. Dutton & Associates, LLC",7-May-08
111391,SWATLAND N,LEHMAN,LEHMAN BROTHERS INC.,5-Feb-08
111407,EVENSON J,BERN,"BERNARDI SECURITIES, INC.",18-Feb-11
111421,BROZAK S,WBBSECUR,"William Blair & Company, L.L.C.",21-Sep-21
111424,KANE J,SIDOTI,"SIDOTI & COMPANY, LLC",13-Mar-09
111436,VILLEGAS M,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",27-Jan-06
111457,DELL B,BERN,"BERNARDI SECURITIES, INC.",20-Jul-10
111495,MORRISON W,HALLUM,"B. Riley Securities, Inc.",28-Jul-10
111500,SAKELLARIS G,GARP,Goldman Sachs & Co. LLC,12-Aug-11
111501,DUNCAN J,PACGROW,"Pacific Growth Equities, LLC",20-Dec-06
111507,SAILER C,GOLDMAN,GOLDMAN SACHS & CO. LLC,30-Mar-07
111508,TOPCUOGLU L,GOLDMAN,GOLDMAN SACHS & CO. LLC,17-Nov-06
111516,HARDING M,JOLSON,"Johnson Securities, Inc.",9-Nov-12
111521,PLACE C,BAKER,"BAKER TILLY CAPITAL, LLC",20-May-08
111523,RYVICKER M,WOLFE,WOLFE RESEARCH SECURITIES,5-May-21
111527,VALENTINE W,JMDUTTON,"J.M. Dutton & Associates, LLC",1-Dec-05
111551,GRIGORIYANTS G,WEISEL,Thomas Weisel Partners LLC,27-Oct-06
111566,RULLEAU L,YORKTON,Yorkton Securities Inc.,12-May-06
111583,ZHAO M,EITYSIX,"EIGHTY SIX SECURITIES, LLC",11-Mar-13
111584,MUNNO D,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",4-Jan-07
111587,PEREZ-FERNAND P,MKMPARTN,MKM Partners LLC,15-Aug-11
111594,JACOBY E,LEADERCO,LEADER CAPITAL CORPORATION,6-Aug-09
111606,BISHOP D,GHUNTER,"G. HUNTER & ASSOCIATES, INC.",10-Jan-22
111611,SHONSTROM M,BATHGATE,,16-Mar-12
111614,PARKER D,LAZARD,LAZARD ASSET MANAGEMENT SECURITIES LLC,6-May-11
111673,SAWYER A,GOLDMAN,GOLDMAN SACHS & CO. LLC,27-Apr-11
111681,CLARK A,GKM,"GK Capital Markets, Inc.",12-Sep-08
111687,HORWITZ M,STANFIN,Stanford Financial Group Company,10-Feb-09
111692,RAWAT H,FGS,"FBN Securities, Inc.",31-Oct-05
111698,KARLSEN M,DNC,DNC SECURITIES CORPORATION,2-Nov-21
111699,RAJ L,FGS,"FBN Securities, Inc.",3-Mar-09
111711,MOAZAMI/JOHNS,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",27-Jul-07
111715,MARESCA S,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,1-Jun-14
111730,RAVI E,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,9-Feb-07
111731,LI B,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,31-Mar-15
111746,SHUTTLEWORTH R,MPARTNER,Morgan Stanley & Co. LLC,30-Aug-13
111755,DRAKE C,ROBINSON,"ROBINSON & CO., INC.",30-Jun-08
111764,SCHIRALDI F,PIPER,PIPER SANDLER & CO.,11-Jan-22
111785,SCHIPF D,KEEFE,"KEEFE, BRUYETTE & WOODS, INC.",23-Oct-06
111786,MILAN J,STERNE,"Sterne, Agee & Leach, Inc.",22-Sep-11
111798,KOTOWICZ C,EDWARDS,"EDWARDS & SONS, INC.",15-Aug-07
111800,HAGEN E,BTIG,"BTIG, LLC",19-Jan-22
111802,MEYER R,MKMPARTN,MKM Partners LLC,16-Feb-22
111803,KAINER E,HALLUM,"B. Riley Securities, Inc.",27-Feb-09
111807,BEDERMAN J,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",29-Mar-06
111809,PAPAY B,MCDONALD,MCDONALD PARTNERS LLC,27-Apr-06
111811,BROZAK/JINDRA,WBBSECUR,"William Blair & Company, L.L.C.",27-Feb-20
111815,COE/SCHOENLEB,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",27-Jul-05
111822,GARRETT D,FORTSEC,"Fortune Securities, Inc.",3-Mar-08
111823,MORIARTY P,FORTSEC,"Fortune Securities, Inc.",26-Feb-09
111828,GEORGE B,KEEFE,"KEEFE, BRUYETTE & WOODS, INC.",30-Jan-22
111837,KWAN R,RBCDOMIN,"RBC Capital Markets, LLC",28-Apr-17
111856,HALDER R,TEJASSEC,"Tejas Securities Group, Inc.",23-May-06
111859,MODI N,RBCDOMIN,"RBC Capital Markets, LLC",18-Feb-22
111860,GAJRAWALA K,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,18-Feb-22
111869,WONG/RAKERS,EDWARDS,"EDWARDS & SONS, INC.",17-Aug-05
111871,BAGGIO A,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",27-Nov-19
111883,BHALLA A,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,27-Apr-06
111886,PITICCO R,WOODGUND,Wood Gundy Corp.,27-Feb-08
111906,GAMBLE B,PIPER,PIPER SANDLER & CO.,8-Nov-16
111907,HAMMOND/GAMBL,SIMMONS,Simmons & Company International,18-Mar-10
111910,SAMUELS B,COOPER,"COOPER MALONE MCCLAIN, INC.",8-Dec-06
111911,BELLAMY E,WNDRLICH,"Wunderlich Securities, Inc.",9-Sep-10
111916,WEST J,EVERCO,EVERCORE GROUP L.L.C.,14-Jan-22
111917,SMITH R,MACQUARI,MACQUARIE CAPITAL (USA) INC.,19-May-11
111921,MCGRATH M,BUCK,BUCKLER SECURITIES LLC,15-Nov-19
111930,HONG M,DKB,Deutsche Bank Securities Inc.,25-Jan-06
111940,BIGGS A,SUSQUEH,"SUSQUEHANNA FINANCIAL GROUP, LLLP",17-Aug-06
111945,DALAL N,FGS,"FBN Securities, Inc.",16-Mar-07
111962,YAGHI M,DESJARD,DESJARDINS SECURITIES INTERNATIONAL INC.,11-Nov-19
111974,AGOSTINO N,LAURENTI,"LAURENTI FINANCIAL SERVICES, INC.",9-Sep-21
111979,LOPEZ C,MACQUARI,MACQUARIE CAPITAL (USA) INC.,26-Oct-10
111981,SHEKAR S,OPPEN,,24-Oct-07
111996,MALHOTRA S,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",11-Feb-07
112001,MCCAFFERY R,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",15-Aug-07
112002,BARKSTROM/ BI,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",20-Jan-06
112003,TORRES L,CAPELEUR,"Capel & O'Neill, Inc. d/b/a Cape Securities, Inc.",8-Jan-07
112010,JARVIS C,ADVEST,"Advest, Inc.",26-Oct-05
112011,SHARKEY A,GABELLCO,"G.research, LLC",4-Nov-09
112015,MCELROY C,MONTSEC,Montgomery Securities,10-Nov-08
112016,DRAGAN S,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",24-Mar-06
112038,HOWLETT M,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",11-Jan-22
112040,AIYAR H,DAWSON,DAVY SECURITIES,9-Aug-07
112041,RAU P,GKM,"GK Capital Markets, Inc.",27-Feb-06
112061,MOLLOY J,EURPACAP,"EuroPacific Capital, Inc.",24-Mar-22
112063,HENRY/MOLLOY,FAHN,First Allied Holdings Inc.,2-Nov-07
112073,WEST/BAKER,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",14-Mar-07
112074,WILSON C,NEEDHAM,"NEEDHAM & COMPANY, LLC",10-Dec-07
112085,MUKEN R,EVERCO,EVERCORE GROUP L.L.C.,27-Nov-19
112091,FORTNER P,COCHRAN,B. C. Ziegler and Company,27-Mar-06
112101,KUKREJA R,WRHCO,William R. Hough & Co.,16-Jun-06
112115,SHI L,LEHMAN,LEHMAN BROTHERS INC.,15-Jun-07
112117,NOKTA O,CLARKY,"Clarksons Platou Securities, Inc.",21-Jan-22
112130,LAFEMINA C,JEFFEREG,Jefferies LLC,2-Feb-22
112145,GOLDBERG B,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",12-May-20
112148,HOROWITZ D,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",10-Aug-18
112149,ADKINS/HOROWI,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",3-Aug-07
112151,CHANDRA POLAV H,AURIGA,AURIGA SECURITIES LLC,11-May-12
112154,GARDNER P,LEHMAN,LEHMAN BROTHERS INC.,8-Aug-08
112175,HUSOCK A,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,1-May-08
112204,KAPOOR S,MLGA,Merrill Lynch Government Securities Inc.,28-Oct-11
112206,CREAGER M,SCOTT,"SCOTT JAMES GROUP, INC.",29-Mar-06
112207,HILL G,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",9-Feb-22
112209,SAKHRANI S,KEEFE,"KEEFE, BRUYETTE & WOODS, INC.",10-Jan-22
112210,WOOD/LERMUSIA,EXANE,EXANE SA,26-Jul-07
112227,KRAMER/COHEN,FIRSANAL,First Analysis Securities Corporation,13-Jun-07
112236,COWAN T,CLARKY,"Clarksons Platou Securities, Inc.",29-Apr-13
112238,SOOVA M,GOLDMAN,GOLDMAN SACHS & CO. LLC,29-Nov-06
112239,CRISSEY K,SKYLINE,,15-May-14
112243,IPEKCI H,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",24-Apr-08
112245,SONNEK J,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",30-Jan-08
112249,RUSSO B,SIDOTI,"SIDOTI & COMPANY, LLC",22-Feb-22
112250,GHORBAN P,CRUTTEN,"Cruttendon & Co., LLC",12-May-06
112284,WOOD J,SUSQUEH,"SUSQUEHANNA FINANCIAL GROUP, LLLP",18-Mar-16
112308,BLOOMQUIST E,BEREN,BERENBERG CAPITAL MARKETS LLC,14-Jul-14
112311,CHEN C,NEEDHAM,"NEEDHAM & COMPANY, LLC",16-Feb-12
112315,HASAN S,MCADAMS,"McAdams Wright Ragen, Inc.",29-Jul-14
112321,NYSTROM M,FEARNLEY,FEARNLEY SECURITIES,1-Feb-13
112328,GRAHAM M,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",2-Mar-06
112345,FREEMAN/ANDRE,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",20-Jan-09
112348,CHOW F,GOLDMAN,GOLDMAN SACHS & CO. LLC,13-Mar-17
112359,BORRMANN A,ROBINSON,"ROBINSON & CO., INC.",19-Sep-06
112372,BANK J,SIDOTI,"SIDOTI & COMPANY, LLC",4-Jun-10
112375,PROFITI R,DEACON,,8-Feb-22
112382,FONG T,BOENNING,"Boenning & Scattergood, Inc.",1-Nov-05
112387,CHOW A,MACQUARI,MACQUARIE CAPITAL (USA) INC.,13-Aug-10
112399,SCHAFER S,GOLDMAN,GOLDMAN SACHS & CO. LLC,24-Oct-13
112401,XU Y,BLAIR,"William Blair & Company, L.L.C.",16-Apr-19
112402,MILLER H,BUCK,BUCKLER SECURITIES LLC,19-Nov-19
112412,SLAVINSKY J,WEISEL,Thomas Weisel Partners LLC,23-Jan-08
112414,MACLEAN M,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,7-May-07
112415,WIEDERHORN M,FAHN,First Allied Holdings Inc.,19-Jan-22
112424,LEHL B,JEFFEREG,Jefferies LLC,26-Oct-06
112425,SINGH V,JANCO,"Janco Partners, Inc.",1-Jun-11
112438,POSTAL S,LEHMAN,LEHMAN BROTHERS INC.,22-Feb-08
112442,LEMOS L,VARICORP,,10-Mar-06
112443,RHYEE C,FAHN,First Allied Holdings Inc.,27-Jan-11
112444,GIACOBBE R,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,11-May-15
112449,BROOKS A,CANACCOR,CANACCORD GENUITY LLC,6-Jan-17
112467,SPARTALIS S,MACQUARI,MACQUARIE CAPITAL (USA) INC.,3-Dec-08
112468,SAAD O,EVERCO,EVERCORE GROUP L.L.C.,11-Nov-21
112469,MONTAGUE C,VIRGINIA,"B. Riley Wealth Advisors, Inc.",7-Aug-06
112474,PATEL R,NEEDHAM,"NEEDHAM & COMPANY, LLC",9-Mar-21
112475,STEWART D,YORKTON,Yorkton Securities Inc.,30-Oct-06
112481,MCGILL B,MORNRES,Morningstar Research Services LLC,10-Jan-20
112484,STROM B,DEINVEST,Deutsche Bank Securities Inc.,16-Nov-06
112495,PROWDA D,WHEAT,"Wheat Capital Management, Inc.",28-Apr-06
112527,WARREN C,CARISCO,CARLIN EQUITIES CORP.,18-Nov-09
112528,MAHAL A,DEACON,,1-May-09
112529,WEBB/REAMES,STANFIN,Stanford Financial Group Company,23-Feb-06
112530,REAMES/WEBB,STANFIN,Stanford Financial Group Company,27-Feb-06
112535,STENT J,EXANE,EXANE SA,14-Dec-16
112541,AHMED H,ALEMBIC,Alembic Global Advisors LLC,18-Jan-22
112543,ANTEZANO A,MACQUARI,MACQUARIE CAPITAL (USA) INC.,10-Jun-09
112554,OLSEN T,FEARNLEY,FEARNLEY SECURITIES,12-Feb-20
112555,FALCH F,FEARNLEY,FEARNLEY SECURITIES,16-Nov-05
112556,VABO R,FEARNLEY,FEARNLEY SECURITIES,13-Feb-14
112568,GOEL A,FGS,"FBN Securities, Inc.",3-May-11
112572,EVANS D,KEEFE,"KEEFE, BRUYETTE & WOODS, INC.",7-Mar-12
112585,TALBOT D,DEACON,,10-Aug-20
112586,CLEMAN C,JEFFEREG,Jefferies LLC,26-Jul-06
112591,KAIP A,BURNS,BMO NESBITT BURNS SECURITIES LTD.,12-Nov-19
112593,BYRNE S,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",24-Jan-22
112594,FAZIO B,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",9-Feb-06
112604,EFT J,AVONDALE,"ACCESS INVESTMENTS, INC.",11-Jan-06
112613,VLECK A,WRHCO,William R. Hough & Co.,14-Aug-06
112615,RADINSKY B,BEAR,BEAR CREEK SECURITIES LLC,25-Apr-08
112617,TALBOT D,ONECORP,"One Capital Management, LLC",31-Oct-07
112620,KOVLER S,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",13-Feb-09
112627,MALES R,SALMAN,SALMAN PARTNERS INC.,20-Oct-06
112628,RANA A,MCDONALD,MCDONALD PARTNERS LLC,4-Jun-09
112630,WATKINS K,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",30-Jul-09
112638,FENDLEY C,VIRGINIA,"B. Riley Wealth Advisors, Inc.",11-Jun-13
112639,BRYANT A,SUSQUEH,"SUSQUEHANNA FINANCIAL GROUP, LLLP",27-Feb-12
112646,FALCH/VABO,FEARNLEY,FEARNLEY SECURITIES,16-Nov-05
112647,HORN D,FULGLO,Fulcrum Global Partners LLC,28-Oct-05
112651,RASHKOVICH V,FARMHOUS,"Farmhouse Securities, Inc.",20-Sep-05
112655,WILLEMSE M,WOODGUND,Wood Gundy Corp.,3-May-13
112661,LIINAMAA M,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,7-Feb-11
112662,HACK A,MABON,Mabon Securities Corp.,27-Apr-06
112672,SHAW C,MONNESS,"MONNESS CRESPI HARDT & CO., INC.",24-Jan-22
112676,ALEXANDER E,NOBE,"NOBLE CAPITAL MARKETS, INC.",17-Feb-06
112677,MAZAR M,BURNS,BMO NESBITT BURNS SECURITIES LTD.,25-Apr-13
112695,BROCK D,KAUFBRO,,4-May-11
112698,O'LOUGHLIN H,DEINVEST,Deutsche Bank Securities Inc.,5-May-06
112713,HAMILOS P,EDWARDS,"EDWARDS & SONS, INC.",5-May-06
112719,"ARCHAMBAULT, P",GOLDMAN,GOLDMAN SACHS & CO. LLC,3-Aug-16
112720,O'BRIEN S,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",15-Feb-12
