77350,JOHNSON S,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",17-Jan-07
77376,OSTREA A,JOLSON,"Johnson Securities, Inc.",26-May-08
77379,MAURER C,CLALEXHK,CLSA Limited,24-Jul-14
77381,MAXA J,SUMMCAP,Summit Capital Partners LLC,16-Nov-17
77386,WOLFF J,JEFFEREG,Jefferies LLC,17-Nov-16
77387,SAMIMY A,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",26-Jan-22
77392,BREEDIS K,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",11-May-17
77393,DONOHUE P,NORTHLAN,"NORTHLAND SECURITIES, INC.",14-Jan-05
77400,GRUBERT D,SUSQUEH,"SUSQUEHANNA FINANCIAL GROUP, LLLP",25-Nov-13
77402,GRAY G,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",20-Jul-06
77416,DEMBA J,ROBINSON,"ROBINSON & CO., INC.",6-Jan-22
77428,SLACK B,KEEFE,"KEEFE, BRUYETTE & WOODS, INC.",16-Dec-10
77449,LINDBERG A,WMSMITH,William Blair & Company L.L.C.,4-Mar-10
77476,WU J,GRIFFMCB,Griffiths McBurney Corp.,23-Apr-15
77478,POLLARD K,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",11-Mar-09
77484,SUMMERVILLE M,DAVIDSON,D.A. DAVIDSON & CO.,9-Feb-22
77494,FULLER J,BTIG,"BTIG, LLC",26-Jan-22
77503,PEERY T,FAHN,First Allied Holdings Inc.,13-Oct-06
77519,SULLIVAN P,FRCLAYSC,Barclays Capital Inc.,9-May-12
77544,STRAUSS D,FRCLAYSC,Barclays Capital Inc.,19-Nov-21
77549,LEVITT S,DOWLING,DOWLING & PARTNERS SECURITIES LLC,9-Jul-10
77555,GEYEN S,DAVIDSON,D.A. DAVIDSON & CO.,29-Apr-15
77577,IRANI A,OPPEN,,26-May-05
77578,DIFUCCI J,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",25-Apr-14
77593,WEBBORN A,SOGENED,"SG Americas Securities, LLC",18-Oct-10
77598,ROUSSEAU J,RBCDOMIN,"RBC Capital Markets, LLC",28-Feb-12
77675,RETHEMEIER T,HUDSONSQ,"Hudson Square Research, Inc.",19-May-14
77676,KALRA G,MONTRO,MONTROSE SECURITIES INTERNATIONAL,12-Jul-11
77678,SHRESTHA S,LAZARD,LAZARD ASSET MANAGEMENT SECURITIES LLC,28-Oct-13
77679,SHANE R,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",8-Feb-22
77684,MACKINNON T,BURNS,BMO NESBITT BURNS SECURITIES LTD.,13-Aug-18
77697,WONG B,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,11-Mar-21
77706,COLEMAN M,STERNE,"Sterne, Agee & Leach, Inc.",15-Apr-11
77712,SCIALLA M,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",17-Feb-22
77715,BOURGEOIS R,BERN,"BERNARDI SECURITIES, INC.",2-Oct-13
77732,MOLLIN J,MCLEOD,McLeod & Company,9-Dec-20
77739,FIALLO D,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",19-Jan-05
77747,FLAHERTY K,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,8-Dec-04
77748,PACHTER M,OLMSTEAD,"Olmstead Williams Communications, LLC",6-Jan-22
77777,FITZ S,STEPHENS,STEPHENS,30-Jul-10
77792,TENNANT C,NOMURAUS,"Nomura Securities International, Inc.",29-Jul-09
77796,WICKLUND J,MONTSEC,Montgomery Securities,9-Feb-07
77817,GRAHAM S,GOLDMAN,GOLDMAN SACHS & CO. LLC,25-Aug-10
77834,DESILVA S,CRUTTEN,"Cruttendon & Co., LLC",10-Jan-22
77835,SHRADER T,BTIG,"BTIG, LLC",13-Jan-22
77844,BERNSTEIN J,FRCLAYSC,Barclays Capital Inc.,25-Jan-22
77861,SEGRICH J,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",26-Apr-07
77869,SHEPHERD A,ARETE,ARETE RESEARCH LLC,26-Jan-11
77878,TELLES M,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,21-Nov-21
77879,RABATIN B,HOVDE,"HOVDE GROUP, LLC",20-Dec-21
77891,PARK M,BACHE,Prudential Bache Securities Inc.,3-May-07
77902,KANTOR J,RBCDOMIN,"RBC Capital Markets, LLC",24-Apr-15
77904,WIELAND S,PIPER,PIPER SANDLER & CO.,11-Jan-22
77923,STRAUZER C,CJSSECUR,"CJS Securities, Inc.",19-Nov-21
77984,SU J,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",23-Jul-09
77995,CAMPAGNINO R,BACHE,Prudential Bache Securities Inc.,5-Sep-06
77997,AKMAN M,MCLEOD,McLeod & Company,5-Nov-15
78005,BELGE A,CAPELEUR,"Capel & O'Neill, Inc. d/b/a Cape Securities, Inc.",19-Jan-06
78011,KIM P,KIMC,"Keefe, Bruyette & Woods, Inc.",17-Mar-05
78041,WILLIAMS S,LEHMAN,LEHMAN BROTHERS INC.,5-May-06
78043,BRUESCHKE J,PACGROW,"Pacific Growth Equities, LLC",12-Aug-05
78068,TURNER M,MCLEOD,McLeod & Company,7-Apr-16
78115,FLATEN T,LAKES,"LAKESHORE SECURITIES, L.P.",1-Dec-21
78117,WAGONFELD J,FIRSTALB,First Albany Capital Inc.,20-Apr-06
78129,COVELLO J,GOLDMAN,GOLDMAN SACHS & CO. LLC,7-Jan-16
78132,CARROLL T,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",9-May-17
78192,COLLIER A,NYGLOBAL,"New York Global Securities, Inc.",25-Jul-06
78193,MILLS R,JOHNRICE,"John Rice Securities, Inc.",15-Aug-19
78204,ANDERSSON M,EVLI,,27-Jul-10
78207,KUGELE R,NEEDHAM,"NEEDHAM & COMPANY, LLC",5-May-17
78216,CABLE J,GHUNTER,"G. HUNTER & ASSOCIATES, INC.",20-Jun-14
78218,WESTRA P,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",2-Mar-17
78224,CAICCO P,WOODGUND,Wood Gundy Corp.,19-Feb-16
78272,PECORIELLO B,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,9-Jan-09
78273,BEZOZA A,FAHN,First Allied Holdings Inc.,27-Jun-07
78281,MOSKOWITZ D,CRUTTEN,"Cruttendon & Co., LLC",6-Mar-12
78284,ZOLIDIS J,BUCK,BUCKLER SECURITIES LLC,24-May-17
78285,RYAN C,NOLLENBE,Nollenberger Capital Partners Inc.,9-Aug-07
78286,LYONS B,STANFIN,Stanford Financial Group Company,9-Aug-05
78292,HEGRANES J,SINGRES,Singular Research,12-Sep-13
78293,ELLINGHAUS C,WILLIAMC,"William C. Burnside & Company, Inc.",15-Nov-21
78318,SEYMORE R,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",3-Nov-21
78334,FEENEY J,CONSUMER,"Consumer Direct Securities, LLC",9-Feb-22
78346,BERG T,LEHMAN,LEHMAN BROTHERS INC.,20-Apr-05
78348,REYNOLDS K,WNDRLICH,"Wunderlich Securities, Inc.",19-Jun-15
78362,ARIF A,SPROTTSE,Sprott Securities Inc.,29-Oct-20
78363,FRITZSCHE J,WHEAT,"Wheat Capital Management, Inc.",1-Jul-20
78385,KLUGMAN R,BACHE,Prudential Bache Securities Inc.,9-May-07
78386,FORMAN A,WRHCO,William R. Hough & Co.,13-Feb-08
78389,SNELL A,KAUFBRO,,22-Sep-08
78395,BARANSKY D,FOXPITT,"Fox-Pitt Kelton, Inc.",21-Apr-08
78397,LEE F,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",7-Oct-10
78428,GILMAN M,THEBENCH,"The Benchmark Company, LLC",7-Mar-12
78442,CARSON J,RBCDOMIN,"RBC Capital Markets, LLC",23-Feb-06
78449,ORJI U,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",27-Jan-06
78452,GOEL R,BEESON,Robert W. Baird & Co. Incorporated,7-Feb-11
78459,VAYDA R,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",17-Jun-11
78466,CHOI W,WNDRLICH,"Wunderlich Securities, Inc.",1-Jun-17
78488,CROCKETT B,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",28-Mar-19
78498,KINSTLINGER B,EURPACAP,"EuroPacific Capital, Inc.",10-Mar-22
78506,"SINGER, CFA B",GOLDMAN,GOLDMAN SACHS & CO. LLC,5-Mar-21
78509,BUGATCH/DARKA,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",25-Oct-11
78525,TIEU M,BREAN,"BREAN CAPITAL, LLC",14-Mar-08
78560,ABRAMOVITZ B,KAUFBRO,,20-Jan-12
78566,BHARGAVA P,BURNS,BMO NESBITT BURNS SECURITIES LTD.,25-Jun-08
78571,CRAIG/HERMAN,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",14-Feb-12
78626,HOSSEINI M,SUSQUEH,"SUSQUEHANNA FINANCIAL GROUP, LLLP",21-Jan-22
78650,COHEN/MARSHBA,FIRSANAL,First Analysis Securities Corporation,9-Aug-05
78652,MASON H,RENMACRO,,21-Oct-20
78668,GODSEY N,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",24-Oct-07
78672,LEBIEDZINSKI A,SIDOTI,"SIDOTI & COMPANY, LLC",22-Feb-22
78689,RADBOURNE C,TDSI,TD Securities (USA) LLC,13-Jan-22
78732,LAWS S,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",3-Feb-22
78750,WHITE B,MONNESS,"MONNESS CRESPI HARDT & CO., INC.",8-Nov-21
78759,CARBONE T,AURIGA,AURIGA SECURITIES LLC,28-May-10
78761,CHEKANOW M,SIDOTI,"SIDOTI & COMPANY, LLC",19-Dec-05
78762,MCGRANAHAN C,BERN,"BERNARDI SECURITIES, INC.",5-Sep-13
78771,UPITIS D,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,11-Feb-05
78775,PARENTE R,LEERINK,LEERINK PARTNERS LLC,5-May-05
78778,LANDY M,NORTHLAN,"NORTHLAND SECURITIES, INC.",5-May-16
78782,MACDONALD D,ROBINSON,"ROBINSON & CO., INC.",19-Jan-22
78784,CHAO J,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",5-Feb-08
78843,LESIAK A,CANACCOR,CANACCORD GENUITY LLC,23-Apr-18
78843,LESIAK T,CANACCOR,CANACCORD GENUITY LLC,23-Apr-18
78845,FLORES V,CAPELEUR,"Capel & O'Neill, Inc. d/b/a Cape Securities, Inc.",19-Jul-05
78852,MCKEEVER P,MKMPARTN,MKM Partners LLC,27-Sep-18
78855,GALLO M,CLKA,Clikia Corp,28-Feb-19
78872,FERNANDES M,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",3-May-19
78873,MURPHY M,LAZARD,LAZARD ASSET MANAGEMENT SECURITIES LLC,9-May-08
78926,LAMB M,WEALTHMO,"Wealth Management U.S., LLC",10-Mar-08
78930,ANASTASI/ALEX,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",9-Mar-06
78942,MILLER D,KIMC,"Keefe, Bruyette & Woods, Inc.",30-Mar-05
78977,BIRCKHEAD G,SBKBROOK,"Sanford C. Bernstein & Co., LLC",6-Mar-05
79052,SIEDMAN C,HOEFER,"Hoefer & Arnett, Inc.",30-Mar-05
79084,LATTA P,MCADAMS,"McAdams Wright Ragen, Inc.",4-May-11
79092,ALEXOPOULOS S,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",15-Dec-21
79125,YAMAMOTO D,WRHCO,William R. Hough & Co.,20-Jan-05
79128,WITH H,DNC,DNC SECURITIES CORPORATION,30-Mar-11
79142,LEVIN M,THEBENCH,"The Benchmark Company, LLC",27-Oct-21
79155,PATERSON R,LOOPCAMA,LOOP CAPITAL MARKETS LLC,19-Jan-22
79164,BACKER M,SIDOTI,"SIDOTI & COMPANY, LLC",7-Feb-22
79165,GOULEKAS P,DOWLING,DOWLING & PARTNERS SECURITIES LLC,18-Jul-08
79192,GORDON S,BEREN,BERENBERG CAPITAL MARKETS LLC,5-Nov-20
79210,MCKEAN J,ATLANEQU,"Atlanta Equity Securities, LLC",2-Nov-07
79213,HACKMAN L,LEHMAN,LEHMAN BROTHERS INC.,6-Feb-06
79227,CHUMBLER J,STEPHENS,STEPHENS,16-Dec-05
79245,FLANIGAN P,WRHCO,William R. Hough & Co.,10-May-07
79262,D'AMICO P,TDSI,TD Securities (USA) LLC,9-Aug-13
79271,BUYERS C,RBCDOMIN,"RBC Capital Markets, LLC",20-Jan-05
79272,BOYDEN N,MCNICOLL,"McNicoll, Lewis & Vlak LLC",1-Apr-15
79290,BROMBERG D,JEFFEREG,Jefferies LLC,7-Nov-11
79294,MUBAYI P,GOLDMAN,GOLDMAN SACHS & CO. LLC,17-Jul-19
79304,HARESTAD F,PARETO,PARETO SECURITIES INC.,22-Jan-13
79306,LEE J,MIZUSEC,Mizuho Securities USA LLC,26-Jan-22
79307,LUND S,CATHAY,"CATHAY SECURITIES, INC.",4-May-05
79328,ALLEN B,AVONDALE,"ACCESS INVESTMENTS, INC.",21-Jul-06
79344,BECKLEAN W,FAHN,First Allied Holdings Inc.,12-Jul-06
79345,"QUINTEROS, JR J",GOLDMAN,GOLDMAN SACHS & CO. LLC,6-Sep-13
79346,HARRIS J,GOLDSMIT,Goldman Sachs & Co. LLC,29-Jan-07
79351,SAVASTANO A,MACQUARI,MACQUARIE CAPITAL (USA) INC.,29-Jul-11
79357,SALEH A,ZACKSINV,"Zacks Investment Research, Inc.",23-Sep-09
79388,STEINBERG/BRO,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",28-Apr-05
79393,ALEXANDER C,POINT,"PACIFIC POINT SECURITIES, LLC",8-Feb-22
79432,MIELKE E,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",15-Jun-09
79440,VALLIPURAM N,HAPOALIM,"Hapoalim Securities USA, Inc.",15-Feb-07
79444,KOFFMAN/FISCH,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",20-Apr-05
79466,KRAFT J,DAVIDSON,D.A. DAVIDSON & CO.,7-Dec-12
79470,PETRONE L,WRHCO,William R. Hough & Co.,11-Feb-09
79487,RASCH-OLSEN P,CARNEGIE,"CARNEGIE, INC.",23-Apr-15
79513,STAPHOS G,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",15-Dec-21
79521,GIBBS M,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",19-Jul-11
79525,WAGHORN J,GOLDMAN,GOLDMAN SACHS & CO. LLC,29-Nov-07
79551,DE MARVAL C,NEXTGENE,"Next Generation Equity Research, LLC",7-Aug-06
79558,ROBERTSON S,HALPERN,"Halpern, Denny & Co., LLC",12-Dec-05
79576,HORACE A,JANCO,"Janco Partners, Inc.",11-Nov-08
79582,TAMERON D,WHEAT,"Wheat Capital Management, Inc.",23-Oct-18
79594,DIAMOND J,CAPSTONE,CAPSTONE PARTNERS,3-Jan-05
79611,WILLIAMSON S,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",28-Apr-06
79622,ENARSON B,DANBORS,DANBORS INVESTMENT GROUP,27-Oct-19
79636,SHIMEI A,CAPELEUR,"Capel & O'Neill, Inc. d/b/a Cape Securities, Inc.",15-Dec-08
79637,WHITMER J,CLEVELAN,CLEVELAND RESEARCH COMPANY LLC,29-Jul-14
79719,EGGERS D,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,19-Feb-16
79724,STEIN D,SPROTTSE,Sprott Securities Inc.,27-Apr-10
79753,YOO S,LEERINK,LEERINK PARTNERS LLC,31-May-12
79766,SHAH A,NYGLOBAL,"New York Global Securities, Inc.",3-May-06
79787,HOEG J,GOLDMAN,GOLDMAN SACHS & CO. LLC,21-Dec-04
79788,GENTILE J,SCOTT,"SCOTT JAMES GROUP, INC.",26-Apr-07
79805,KUCERA C,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",20-Dec-21
79806,VASSILY K,PACCREST,Pacific Crest Securities LLC,28-Oct-11
79835,MAKRIS J,MIZUSEC,Mizuho Securities USA LLC,6-Jun-13
79843,AUSTER M,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,14-Apr-21
79874,MATHER S,WMJM,William J. Murphy & Co.,6-Sep-07
79875,LINSDELL N,INDALSEC,Industrial Alliance Securities Inc.,5-Nov-21
79876,BRENDLER C,DAVIDSON,D.A. DAVIDSON & CO.,28-Jan-22
79880,HAMILL S,PIPER,PIPER SANDLER & CO.,8-Sep-06
79882,FISHBEIN J,ROBINSON,"ROBINSON & CO., INC.",18-Jan-22
79888,ECKERT R,MCNICOLL,"McNicoll, Lewis & Vlak LLC",31-Jul-15
79917,FISHMAN C,PRITCHAR,"Pritchard Capital Partners, LLC",28-Feb-11
79923,PRENTISS/DERU,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",13-May-08
79951,GOWD P,WOODGUND,Wood Gundy Corp.,19-Jul-17
79956,LICKRISH D,FIRSTALB,First Albany Capital Inc.,21-Apr-08
79960,LYKINS J,DAVIDSON,D.A. DAVIDSON & CO.,10-Nov-17
79962,LEE S,CHRENUSA,CHINA RENAISSANCE SECURITIES (US) INC.,10-Nov-21
79979,LEOPOLD S,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",11-Jan-22
79981,FORE D,SURTERRE,"Surterre Properties, Inc.",17-Aug-06
79991,RAYMOND C,PIPER,PIPER SANDLER & CO.,12-Nov-21
79995,ALLEN C,POINT,"PACIFIC POINT SECURITIES, LLC",14-Jan-22
79996,CHAMOUN F,BURNS,BMO NESBITT BURNS SECURITIES LTD.,10-Jan-22
79997,BERTZ M,WRHCO,William R. Hough & Co.,20-Jul-06
79998,CUSICK J,WNDRLICH,"Wunderlich Securities, Inc.",3-Jun-13
80013,GUNJA D,TDSI,TD Securities (USA) LLC,29-Oct-14
80027,JOYCE D,FRCLAYSC,Barclays Capital Inc.,20-Jan-22
80030,WHALE M,SPROTTSE,Sprott Securities Inc.,10-Dec-21
80032,MIRANDA L,SANINVLC,Santander Investment Securities Inc.,30-Jan-12
80050,WOOD A,BERN,"BERNARDI SECURITIES, INC.",1-Feb-11
80068,WEST R,JMDUTTON,"J.M. Dutton & Associates, LLC",19-May-08
80081,CHASE G,FRCLAYSC,Barclays Capital Inc.,24-Feb-12
80099,FRY V,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",16-Dec-08
80146,LANDER D,MLGA,Merrill Lynch Government Securities Inc.,27-Jul-05
80148,SKLOFF R,SIDOTI,"SIDOTI & COMPANY, LLC",25-May-06
80153,CHRISTIE D,MCLEOD,McLeod & Company,29-Apr-11
80160,BROUGHTON S,PACINTL,"Pacific International Securities, Inc.",10-Aug-16
80169,MITSCH F,FERMIUM,"Fermium Research, LLC",24-Jan-22
80174,MONROE K,WEISEL,Thomas Weisel Partners LLC,1-Oct-07
80175,ROSEN J,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,1-Mar-06
80176,SAQI/SCHROEDE,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,14-Mar-05
80183,HELFSTEIN J,FAHN,First Allied Holdings Inc.,21-Jan-22
80185,HEIKKINEN D,PICKERIN,Pickering Energy Partners LLC,23-Mar-12
80203,JUNGLING M,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",12-Dec-08
80208,DECKER N,BEAR,BEAR CREEK SECURITIES LLC,28-May-08
80211,SUMNER C,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",4-Dec-08
80212,WARREN D,AVONDALE,"ACCESS INVESTMENTS, INC.",12-Sep-05
80213,CRANMER C,MLGA,Merrill Lynch Government Securities Inc.,3-Feb-06
80220,WADEWITZ T,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",13-Mar-14
80221,LI S,GOEPEL,,5-Nov-21
80234,ASKEW G,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",16-May-17
80248,LOPEZ A,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,6-Nov-07
80253,CARTLICH M,FURMAN,,15-Jul-05
80268,VON STACKELBE N,MACQUARI,MACQUARIE CAPITAL (USA) INC.,6-Oct-10
80271,COOPER D,KEARNS,Kearny Financial Corp.,14-May-10
80305,ROY J,JANNEY,JANNEY MONTGOMERY SCOTT LLC,6-Jul-10
80306,KNOEPP B,INRES,"INSTITUTIONAL RESEARCH SERVICES, INC.",8-Jun-05
80316,BACHMAN M,AURIGA,AURIGA SECURITIES LLC,26-May-11
80322,POW B,ACUMEN,"ACUMEN SECURITIES, INC.",30-Oct-17
80325,GOLDBERG D,BEAR,BEAR CREEK SECURITIES LLC,13-Mar-07
80355,GREENE W,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,27-Jul-15
80370,BENCIK J,KAUFBRO,,24-Jan-12
80371,WALKER M,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,22-Feb-07
80384,DAUBENSPECK T,PACCREST,Pacific Crest Securities LLC,11-Feb-08
80389,BEACH J,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",30-Aug-12
80400,DUNCAN C,STEPHENS,STEPHENS,22-May-18
80401,HUMPHREY B,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,6-Dec-15
80402,JAMES T,TDSI,TD Securities (USA) LLC,26-Apr-21
80414,REYNOLDS D,JEFFEREG,Jefferies LLC,27-Jun-14
80424,SISON M,WHEAT,"Wheat Capital Management, Inc.",19-Jan-22
80427,PICKUP M,LEHMAN,LEHMAN BROTHERS INC.,9-Feb-07
80428,KANT A,DAVIDSON,D.A. DAVIDSON & CO.,13-Feb-15
80431,MCCORMACK M,BGBSEC,B. G. Blair Securities Corporation,19-Dec-12
80450,CHAMPINE L,LOOPCAMA,LOOP CAPITAL MARKETS LLC,8-Feb-22
80470,ANDREWS S,JEFFEREG,Jefferies LLC,27-Apr-06
80471,LI T,CLARUS,Clarus Securities Inc.,10-Aug-06
80474,LONG D,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",6-Jan-22
80480,ZHAO L,CARISCO,CARLIN EQUITIES CORP.,25-Jan-06
80523,DEVITT S,STIFEL,"STIFEL INDEPENDENT ADVISORS, LLC",2-Feb-22
80535,CHILLARA S,PACGROW,"Pacific Growth Equities, LLC",31-Aug-07
80538,DEL POZZO S,COOPER,"COOPER MALONE MCCLAIN, INC.",10-May-10
80539,SHAH T,LONGBOW,Longbow Research LLC,3-Jul-08
80554,PRATT D,TICON,"Tradition Securities and Derivatives, Inc.",29-Sep-11
80559,HUNSICKER/KEL,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",2-Nov-05
80569,SANTORIELLO J,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,13-Mar-08
80571,ADKINS/TASDEM,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",10-Feb-06
80577,ZINSMEISTER W,PIPER,PIPER SANDLER & CO.,31-Jan-06
80582,NEVINS J,FIRSANAL,First Analysis Securities Corporation,14-Aug-07
80625,PETKUN M,DAVIDSON,D.A. DAVIDSON & CO.,9-Dec-09
80627,GENTRUP J,DISCOVIN,"Discovery Investments, Inc.",21-Jul-11
80683,O'KEEFFE G,FORTSEC,"Fortune Securities, Inc.",11-Aug-08
80698,KOSOWSKY R,SIDOTI,"SIDOTI & COMPANY, LLC",13-Apr-15
80701,BOBBA N,BEAR,BEAR CREEK SECURITIES LLC,8-Jun-05
80702,FELDMAN J,TELSEY,TELSEY ADVISORY GROUP LLC,7-Jan-22
80716,PANJABI G,WHEAT,"Wheat Capital Management, Inc.",28-Jan-09
80717,DAVID-GREEN K,FAHN,First Allied Holdings Inc.,25-Mar-09
80730,UNGER S,NEEDHAM,"NEEDHAM & COMPANY, LLC",16-Dec-20
80738,SWAHN J,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,30-Apr-08
80744,ADKINS/ROLLYS,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",8-Dec-14
80782,ABERNETHY B,ROSSEC,"Rosenberg Securities, Inc.",5-Nov-21
80801,POON A,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,16-Dec-19
80815,DAVIS H,ROBINSON,"ROBINSON & CO., INC.",3-Oct-05
80836,DUIGNAN A,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",13-Jan-22
80840,SPENCE S,LONGBOW,Longbow Research LLC,14-Apr-05
80859,REID G,HARRISNC,,6-Feb-08
80903,BISBEE G,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",7-Nov-21
80907,TONG J,SIDOTI,"SIDOTI & COMPANY, LLC",9-Nov-17
80936,BAIN D,FRIEDMAN,"Friedman, Billings, Ramsey & Co., Inc.",1-Mar-22
80949,HECHT M,JOLSON,"Johnson Securities, Inc.",26-Feb-10
80971,MANNHEIMER E,SUMMCAP,Summit Capital Partners LLC,30-Jul-21
81019,ENDE E,MERRILL,"MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED",25-Apr-08
81028,ROSIVACH A,FBOSTON,CREDIT SUISSE SECURITIES (USA) LLC,7-Feb-12
81030,KUECK S,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",12-Aug-14
81048,GAMMEL J,JEFFEREG,Jefferies LLC,12-Aug-20
81049,GRASECK B,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,14-Jan-22
81050,GREFF J,JPMORGAN,"JPMORGAN DISTRIBUTION SERVICES, INC.",4-Jan-22
81059,KING R,NOLLENBE,Nollenberger Capital Partners Inc.,1-Nov-07
81060,COREN S,BEAR,BEAR CREEK SECURITIES LLC,6-Jun-07
81062,CHAPPELL J,BEREN,BERENBERG CAPITAL MARKETS LLC,21-Jul-17
81068,WARBURTON M,GOLDMAN,GOLDMAN SACHS & CO. LLC,21-Mar-05
81070,RAMIREZ M,KEEFE,"KEEFE, BRUYETTE & WOODS, INC.",8-Feb-08
81118,SWINBURNE B,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,22-Feb-22
81125,STOBER H,DAHLROSE,"Dahl & Melin, Inc.",30-Jan-06
81134,HELLAWELL A,LAWRENCE,"LAWRENCE, KAMIN, SAUER & WIGON INCORPORATED",5-Aug-12
81144,KASSAB S,EXANE,EXANE SA,14-Jul-11
81159,SINGH I,ROBINSON,"ROBINSON & CO., INC.",21-Mar-16
81187,CASO C,RAYMOND,"RAYMOND JAMES & ASSOCIATES, INC.",24-Jan-22
81208,QUARLES C,WEISEL,Thomas Weisel Partners LLC,29-Oct-09
81219,MCCONNELL M,MCDONALD,MCDONALD PARTNERS LLC,16-Aug-18
81222,COYNE B,ALLISEC,"ALLIANCEBERNSTEIN INVESTMENTS, INC.",28-Oct-14
81256,WANG F,MORGAN,MCMORGAN & COMPANY CAPITAL ADVISORS LLC,10-May-06
81265,ATKINSON N,LOEWEN,"LOEWEN, ONDAATJE, MCCUTCHEON USA LIMITED",29-Aug-13
81293,DEAN D,SPROTTSE,Sprott Securities Inc.,10-Nov-14
81315,HANDLER B,JEFFEREG,Jefferies LLC,20-Aug-19
81323,GIORDANO L,CRTCAP,"CREDIT CAPITAL FUNDING, LLC",9-Jun-16
81324,"KUMMETZ, CFA M",GHUNTER,"G. HUNTER & ASSOCIATES, INC.",18-Jan-22
